fraud_YN,car_model,sharing_type,age_group,has_previous_accident,cumulative_use_count,b2b,accident_ratio,pf_type,socarpass,socarsave,start_hour,duration,accident_hour,repair_cost,insure_cost,accident_location,car_part1,car_part2,repair_cnt,acc_type1,insurance_site_aid_YN,police_site_aid_YN,total_prsn_cnt,test_set
0,1,0,3,0,2,0,100,3,0,0,2,5,2,0,365000,0,0,0,0,0,0,0,-1,0
0,2,0,2,0,2,0,100,1,0,0,1,1,1,155506.9895,0,1,1,0,1,0,0,0,-1,1
0,2,0,4,0,2,0,100,3,0,1,2,3,1,0,2355390,1,1,0,1,1,2,1,0,0
0,1,0,4,0,2,0,90,1,0,0,4,1,5,686010.2846,704600,1,0,0,1,0,0,0,-1,0
0,1,0,1,0,2,0,100,1,0,0,2,1,2,407760.6411,0,0,0,1,1,1,1,1,1,0
0,2,0,2,0,4,0,100,3,1,0,5,1,6,84502.72232,0,4,0,0,1,0,0,0,-1,0
0,1,0,1,0,1,0,100,1,0,1,5,1,5,0,0,4,0,0,1,0,0,0,-1,0
0,2,0,1,0,1,0,100,1,0,0,6,2,2,0,385670,1,1,0,1,0,0,0,-1,0
0,2,0,3,0,1,0,100,2,0,0,5,2,2,412351.3774,0,1,0,0,1,0,0,0,-1,0
0,2,0,4,0,1,0,100,3,0,0,1,3,6,0,2290570,1,1,0,1,0,0,0,-1,0
0,2,0,2,0,1,0,100,2,0,0,5,2,2,440194.056,2290200,1,0,0,1,0,0,0,-1,0
0,1,0,3,0,1,0,100,2,0,0,4,2,6,55261.16321,0,4,1,0,1,1,2,1,0,0
0,1,1,3,0,1,0,100,1,0,0,1,1,1,4161335.747,0,0,1,0,4,0,0,0,-1,0
0,1,0,5,0,3,0,100,3,0,0,2,1,2,0,700000,2,0,0,1,1,1,1,0,0
0,1,0,5,1,4,0,0,2,0,0,2,1,2,0,0,1,1,0,1,1,2,1,0,0
0,2,0,5,1,4,0,100,3,1,1,2,1,2,0,0,1,0,1,1,1,2,1,0,0
0,2,0,3,0,4,0,100,3,1,0,5,3,2,0,1070000,2,0,0,1,1,1,1,0,1
0,1,0,2,0,2,0,100,2,0,0,6,2,1,101999.996,0,0,0,0,1,0,0,0,-1,0
0,1,0,1,0,2,0,90,2,0,0,2,1,2,923874.4502,10492770,1,0,0,3,0,0,0,-1,0
0,1,0,1,1,2,0,100,2,0,0,2,1,2,202830.9563,2068000,4,0,0,1,0,0,0,-1,0
0,2,0,4,0,3,0,100,1,1,1,2,2,1,208870.7029,0,1,1,0,1,0,0,0,-1,0
0,3,1,4,1,4,0,100,1,1,0,2,3,2,519852.9324,0,0,1,0,2,0,0,0,-1,0
0,1,0,1,0,1,0,100,3,0,0,2,1,2,0,0,1,1,0,6,1,1,1,1,0
0,2,0,2,0,4,0,100,3,1,0,2,3,1,1723398.83,0,1,1,0,4,0,0,0,-1,1
0,2,0,1,0,1,0,100,3,0,1,5,1,5,202887.1287,0,0,0,1,1,0,0,0,-1,1
0,2,0,2,0,2,0,100,1,0,0,1,1,1,234977.8108,250000,1,0,1,1,1,1,1,1,0
0,1,0,1,0,1,0,100,3,0,0,4,3,1,126672.6743,0,0,0,0,1,0,0,0,-1,0
0,5,0,3,0,3,0,100,1,1,0,6,3,2,676288.8007,0,0,0,0,2,0,0,0,-1,1
0,2,0,1,0,2,0,100,3,0,1,5,1,2,241696.5099,0,4,0,0,1,0,0,0,-1,0
0,2,0,1,0,1,0,100,1,0,0,5,3,5,289855.7348,1208400,0,1,0,1,1,1,1,1,1
0,1,0,5,0,4,0,100,3,0,0,5,3,5,437523.8351,567750,0,0,1,1,0,0,0,-1,1
0,1,1,4,0,1,0,100,1,0,0,4,3,2,0,0,0,0,0,1,0,0,0,-1,0
0,2,0,4,0,2,2,0,1,0,0,3,3,6,0,0,1,0,1,1,1,1,1,0,0
0,1,0,1,0,3,0,100,2,1,0,5,3,5,0,2627000,2,0,0,1,1,1,1,0,0
0,2,0,1,0,1,0,100,1,0,0,2,1,2,817510.9225,0,1,0,0,4,1,1,1,1,0
0,5,0,4,0,4,0,100,3,1,0,1,1,1,378933.6527,0,4,1,0,2,1,1,1,0,1
0,1,0,1,0,2,0,100,3,0,0,4,3,5,20352.29343,0,1,1,0,1,0,0,0,-1,1
0,2,0,4,0,2,2,0,1,0,0,3,3,4,263513.3544,0,3,0,1,1,1,1,1,0,0
0,2,0,1,0,1,0,100,1,0,0,1,1,1,154342.8384,0,1,0,0,1,0,0,0,-1,0
0,2,0,1,0,1,0,100,3,0,0,5,5,6,113858.0563,0,0,1,0,2,0,0,0,-1,1
0,1,0,1,0,2,0,30,3,0,0,2,1,1,217992.6008,11026880,1,0,0,1,1,1,1,0,1
0,2,0,4,0,1,0,100,2,0,1,5,2,5,381693.4237,0,0,0,1,1,0,0,0,-1,1
0,1,0,2,0,1,0,100,1,1,0,1,3,3,0,0,0,0,0,1,0,0,0,-1,1
0,2,0,3,0,4,0,0,2,0,0,2,4,6,0,0,1,0,0,1,0,0,0,-1,0
0,2,0,4,0,3,0,100,1,0,0,1,3,3,860935.3899,0,1,1,0,2,0,0,0,-1,0
0,2,0,4,1,3,0,100,1,1,1,4,3,2,321019.1665,1134360,1,0,0,1,1,1,1,0,0
0,2,0,1,0,4,0,0,2,0,0,6,1,2,0,0,1,0,1,1,0,0,0,-1,0
0,1,0,1,0,4,0,100,1,1,0,1,1,1,218476.9854,0,1,0,0,1,0,0,0,-1,0
0,1,0,3,0,4,0,100,2,0,0,5,2,2,287356.4732,0,2,0,0,1,0,0,0,-1,0
0,2,0,4,0,4,0,100,3,0,0,6,1,2,247900.5971,0,4,0,0,2,0,0,0,-1,0
0,1,0,5,0,4,0,100,2,1,0,5,2,2,0,0,1,0,0,1,0,0,0,-1,1
0,1,0,2,0,2,0,100,2,0,0,4,3,4,245050.0799,3025930,1,1,0,1,0,0,0,-1,0
0,2,0,1,0,1,0,100,1,0,0,4,3,4,544805.6583,0,0,0,0,1,0,0,0,-1,0
0,1,0,1,0,4,0,100,2,0,0,2,1,1,0,630000,2,0,1,1,0,0,0,-1,0
0,5,0,3,0,4,0,100,3,1,0,4,3,6,0,300000,1,0,0,1,0,0,0,-1,0
0,5,0,3,1,4,0,100,3,1,0,3,4,1,0,0,0,0,0,1,0,0,0,-1,0
0,1,0,2,0,4,0,100,1,0,0,1,3,1,146445.3344,515010,1,0,0,2,0,0,0,-1,0
0,2,0,3,0,4,0,100,1,0,0,5,2,6,333781.683,410240,1,1,0,1,0,0,0,-1,0
0,2,0,1,0,2,0,0,3,0,0,4,2,6,0,0,1,0,1,1,1,1,1,0,0
0,1,0,1,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,2,0,0,0,-1,0
0,2,0,3,0,4,0,100,3,0,1,2,1,1,432956.7804,0,1,0,0,1,0,0,0,-1,0
0,1,0,1,0,4,0,100,1,0,0,5,3,6,507341.9706,0,1,0,1,2,0,0,0,-1,1
0,2,0,1,0,1,0,100,2,0,0,5,1,5,293024.994,2994700,1,0,1,2,0,0,0,-1,0
0,1,0,2,0,4,0,100,2,0,0,1,1,1,280200.6068,0,2,0,0,1,0,0,0,-1,0
0,1,0,2,0,2,0,100,1,1,0,3,4,2,0,441050,0,0,1,1,0,0,0,-1,0
0,1,0,1,0,2,0,100,1,0,0,5,3,5,464967.4827,0,2,0,1,2,0,0,0,-1,0
0,2,0,3,0,4,0,100,3,0,0,5,3,2,0,0,1,0,0,1,0,0,0,-1,1
0,1,0,4,0,2,0,100,1,0,0,2,3,2,0,0,1,0,0,1,0,0,0,-1,0
0,2,0,1,0,1,0,100,2,0,0,5,2,2,0,459000,4,0,0,1,1,2,1,3,0
0,1,0,3,0,2,0,100,1,0,0,5,3,6,0,0,1,0,0,1,0,0,0,-1,0
0,2,0,4,0,3,0,100,3,0,0,5,1,5,707705.4149,0,1,0,0,1,0,0,0,-1,0
0,2,0,2,0,2,0,100,1,0,0,2,4,6,0,0,0,1,0,1,0,0,0,-1,0
0,2,1,2,0,2,0,100,1,0,0,2,4,4,193663.4693,117650,0,0,0,1,1,1,1,0,0
0,2,0,2,0,4,0,100,3,1,0,5,2,2,224573.7184,0,4,0,1,2,1,2,1,1,0
0,1,0,2,0,2,0,100,1,0,0,6,3,6,0,8711850,1,1,0,1,1,1,1,1,1
0,1,0,2,0,4,0,100,3,0,0,3,3,1,710953.6409,0,0,0,1,1,0,0,0,-1,1
0,3,0,3,0,4,0,100,1,0,0,5,1,6,234912.6835,0,3,1,0,1,0,0,0,-1,0
0,1,0,1,0,4,0,80,1,0,0,1,1,1,133138.1909,1311310,1,0,1,1,1,1,1,0,0
0,2,0,1,0,4,0,0,3,1,0,2,5,2,0,0,1,0,1,1,0,0,0,-1,0
0,1,0,1,1,4,0,100,3,1,0,1,1,1,2501521.552,3318140,0,0,0,1,1,1,1,1,0
0,2,0,3,0,4,0,100,2,0,0,5,1,5,492589.0002,911500,4,0,0,1,1,2,1,0,0
0,2,1,1,0,2,0,20,1,0,0,2,2,1,134729.7402,227560,1,1,0,5,1,1,1,1,0
0,1,0,1,0,3,0,100,3,1,1,5,3,1,0,2103210,3,1,0,1,0,0,0,-1,0
0,2,0,3,0,1,0,100,3,1,0,4,3,2,274493.8238,0,1,0,1,1,1,1,1,0,1
0,2,0,2,0,2,0,100,1,0,0,1,5,1,0,814480,0,0,0,1,0,0,0,-1,0
0,2,0,2,0,2,0,100,1,1,0,6,3,2,631122.0949,749300,1,1,0,3,0,0,0,-1,0
0,2,0,2,0,4,0,100,1,0,0,2,1,2,0,4692280,0,0,1,1,1,1,1,0,0
0,1,0,2,1,4,0,0,1,1,0,5,2,6,0,0,1,1,0,1,1,1,1,0,1
0,1,0,5,0,1,0,100,2,0,0,5,3,6,135039.9092,0,4,0,0,1,0,0,0,-1,0
0,2,0,3,0,2,0,100,2,0,0,4,3,4,163967.6731,0,0,1,0,1,0,0,0,-1,0
0,1,0,1,0,2,0,100,3,0,0,5,3,1,444685.4001,0,1,1,0,2,0,1,1,1,1
0,2,0,1,0,3,0,60,1,0,0,1,4,5,0,1113300,1,0,0,1,0,0,0,-1,0
0,2,0,1,1,3,0,20,1,0,0,1,4,1,46456.95209,304650,1,0,0,1,0,0,0,-1,0
0,1,0,2,0,4,0,100,1,0,0,5,1,5,453960.3472,0,2,0,0,1,0,0,0,-1,0
0,2,0,1,0,2,0,100,2,0,0,1,3,6,0,0,1,1,0,1,0,0,0,-1,0
0,2,0,4,0,1,0,100,1,0,0,6,4,4,269010.1018,1049000,0,0,1,1,1,1,1,4,0
0,2,0,5,0,2,0,0,1,0,0,5,3,2,0,0,0,1,0,1,0,0,0,-1,0
0,1,0,2,0,2,0,100,2,1,0,4,3,5,304370.9905,0,2,0,1,1,0,0,0,-1,0
0,2,0,2,0,2,0,100,1,0,0,2,3,1,547629.7425,0,0,0,0,1,0,0,0,-1,1
0,1,0,3,0,4,0,100,3,0,1,4,2,2,160846.6173,0,0,1,0,1,0,0,0,-1,0
0,1,0,1,0,1,0,100,2,0,0,4,2,6,235336.0112,875710,0,0,0,0,1,2,1,2,0
0,2,0,2,0,2,0,100,1,0,0,4,3,5,0,0,1,0,0,1,0,0,0,-1,0
0,2,0,1,0,2,0,0,1,0,0,6,3,5,0,0,0,0,1,1,1,2,1,2,0
0,1,0,1,0,2,0,100,1,0,0,1,1,1,2606720.928,16379890,1,1,0,4,1,1,1,0,0
0,3,0,1,0,1,0,100,1,0,0,4,3,6,0,0,1,1,0,1,0,0,0,-1,0
0,1,0,3,0,1,0,100,3,0,0,1,1,1,1520250.378,0,0,1,0,1,0,0,0,-1,1
0,2,0,2,0,1,0,100,3,0,0,3,3,2,221097.5467,468500,0,0,1,1,1,1,1,0,0
0,2,0,5,0,1,0,100,1,0,0,6,1,6,0,0,2,0,0,1,0,0,0,-1,0
0,2,0,2,0,2,0,100,2,0,0,2,1,2,0,29374930,1,0,0,1,1,2,1,0,1
0,1,0,2,0,1,2,100,2,0,0,6,1,6,0,0,1,0,0,1,0,0,0,-1,1
0,2,0,4,0,1,0,100,1,0,1,5,1,2,327816.8326,294000,0,0,0,2,1,1,1,1,1
0,2,0,5,0,4,0,100,2,0,0,4,4,6,377043.8347,0,1,0,0,1,0,0,0,-1,0
0,2,0,4,0,4,0,100,2,0,0,1,1,1,1134938.981,0,2,0,0,1,0,0,0,-1,0
0,3,1,4,0,4,0,100,2,0,0,6,3,6,313406.9634,0,3,1,0,1,0,0,0,-1,0
0,3,1,4,1,4,0,0,2,0,0,6,3,6,0,0,1,0,1,1,1,1,1,0,0
0,2,0,3,0,4,0,100,2,1,0,5,2,6,234530.0604,0,0,1,0,2,1,1,1,1,1
0,1,0,4,0,4,0,100,3,0,0,2,3,2,0,1257900,1,1,0,1,1,2,1,0,1
0,2,0,4,0,4,0,100,3,1,0,1,3,1,0,0,1,0,1,1,0,0,0,-1,0
0,1,0,2,0,4,0,90,3,0,0,5,3,6,655266.3459,4650960,1,1,0,3,0,0,0,-1,0
0,2,0,4,0,4,0,10,2,0,0,1,1,1,26236.78975,642770,1,0,0,1,0,0,0,-1,0
0,5,0,3,0,4,0,100,2,0,0,6,1,1,450842.3759,1141690,2,0,1,1,0,0,0,-1,0
0,2,1,4,0,4,0,100,3,0,0,5,3,2,762650.3269,0,5,0,0,3,0,0,0,-1,0
0,3,0,2,0,4,0,100,2,0,0,6,1,6,420680.277,0,2,0,0,2,0,0,0,-1,0
0,1,0,2,0,4,0,100,3,0,1,1,5,1,234709.9747,0,1,1,0,1,0,0,0,-1,0
0,2,0,3,0,3,0,100,2,0,0,2,5,2,520689.5413,0,0,0,0,1,0,0,0,-1,0
0,2,0,2,0,4,0,100,2,0,0,6,3,2,246947.4017,0,0,0,1,2,0,0,0,-1,1
0,1,0,1,0,3,0,100,2,0,0,2,1,1,268085.5907,745280,4,0,1,1,0,0,0,-1,0
0,1,1,4,0,3,0,100,1,1,0,3,4,2,91922.35441,0,0,0,1,1,0,0,0,-1,0
0,1,0,4,0,4,2,100,2,0,0,4,1,5,335933.4533,0,1,1,0,3,0,0,0,-1,0
0,2,0,1,0,4,0,100,1,1,0,1,3,3,1184743.635,25670,1,1,0,3,0,0,0,-1,0
0,2,0,4,0,3,0,100,2,0,0,4,1,6,0,509500,1,0,0,1,1,2,1,3,0
0,1,0,4,0,2,0,0,1,0,0,3,4,6,0,0,0,0,1,2,1,1,1,3,0
0,2,0,2,0,2,0,0,2,0,0,6,2,2,0,0,3,1,1,2,0,0,0,-1,0
0,1,0,3,0,2,0,100,1,0,0,2,1,1,0,0,4,1,0,1,0,0,0,-1,0
0,1,0,3,0,4,0,100,2,1,0,6,2,2,109241.342,0,1,1,0,1,0,0,0,-1,0
0,2,0,5,0,2,0,100,1,0,0,5,2,5,0,603500,0,0,0,1,1,1,1,0,0
0,2,0,2,0,2,0,80,2,0,0,5,1,6,138543.76,4641300,4,1,0,1,1,1,1,0,1
0,1,0,4,0,2,0,100,3,0,0,3,4,5,0,0,1,0,1,1,0,0,0,-1,0
0,1,0,1,0,3,0,0,1,0,0,2,2,1,0,0,3,0,1,1,0,0,0,-1,0
0,2,0,2,1,4,0,100,1,1,0,6,1,6,206827.3327,0,2,0,1,2,0,0,0,-1,1
0,2,0,5,0,2,0,100,2,1,0,1,3,1,1363140.442,20023830,3,1,0,1,1,1,1,0,0
0,2,1,5,1,4,0,100,2,1,0,5,4,2,195404.8115,0,0,0,1,1,0,0,0,-1,0
0,1,0,3,0,4,0,0,3,0,1,5,1,5,0,0,1,0,1,2,0,0,0,-1,0
0,1,0,1,0,2,0,100,3,0,0,2,1,2,0,300000,0,0,0,1,1,2,1,0,0
0,2,0,2,0,1,0,100,1,0,0,2,1,2,594733.0904,0,4,1,0,1,0,0,0,-1,1
0,2,0,1,0,2,0,100,1,0,0,2,1,2,0,0,1,1,0,2,0,0,0,-1,1
0,2,0,2,0,2,0,100,2,0,0,5,5,6,195073.4795,0,4,1,0,1,0,0,0,-1,0
0,1,0,3,0,3,0,100,2,0,0,6,3,2,217562.9497,2799580,1,0,1,1,0,0,0,-1,0
0,2,0,3,0,2,0,100,2,0,0,4,3,2,0,0,1,0,0,1,0,0,0,-1,0
0,1,0,2,0,4,0,100,2,0,0,6,1,2,0,0,2,0,0,1,1,2,1,1,0
0,1,0,2,0,3,0,100,2,1,0,4,3,5,0,280000,1,0,0,1,1,2,1,3,0
0,1,0,4,0,4,0,100,2,0,0,5,3,6,683534.2171,0,1,0,1,3,0,0,0,-1,0
0,1,0,1,0,2,0,100,2,0,0,1,1,1,244106.0775,0,1,0,0,1,0,0,0,-1,0
0,2,0,2,0,1,0,100,2,0,0,2,1,2,815749.228,2371900,3,0,0,2,0,0,0,-1,0
0,2,0,2,1,1,0,100,2,0,0,2,1,2,359332.766,2063890,3,1,0,1,0,0,0,-1,0
0,2,0,2,0,2,0,20,1,0,0,2,5,2,116463.0634,670780,1,1,0,3,0,0,0,-1,0
0,1,1,2,0,3,0,100,3,0,0,6,2,2,344806.9271,0,0,1,0,1,0,0,0,-1,0
0,1,1,2,1,4,0,100,3,0,0,6,1,2,218468.0304,6063620,2,1,0,1,0,0,0,-1,0
0,2,0,1,0,4,0,0,3,0,0,5,2,5,246204.1359,0,0,1,0,1,1,1,1,1,0
0,1,0,3,0,4,0,100,2,0,0,1,1,1,0,0,4,1,0,1,1,2,1,0,0
0,2,0,3,0,4,0,100,1,0,0,3,3,1,0,601800,0,1,0,1,1,2,1,0,0
0,2,0,4,0,1,0,100,1,0,0,5,2,2,0,0,1,1,0,1,0,0,0,-1,0
0,2,0,4,0,3,0,100,1,0,0,2,1,1,357059.0078,0,4,1,0,3,0,0,0,-1,0
0,2,0,5,0,2,0,100,2,0,0,5,3,3,152901.896,0,0,0,1,1,0,0,0,-1,0
0,1,0,2,0,2,0,100,2,0,0,6,1,6,260287.923,0,1,0,0,1,0,0,0,-1,0
0,1,0,3,0,1,0,100,1,1,0,4,1,4,0,0,1,0,0,1,0,0,0,-1,0
0,2,0,2,0,2,0,100,2,0,0,6,2,1,2130465.865,13015680,1,1,0,1,1,1,1,1,1
0,2,1,2,0,1,0,100,1,0,0,4,4,5,240350.8163,0,0,0,0,1,0,0,0,-1,0
0,2,0,1,0,2,0,100,1,0,1,2,1,2,195852.562,1032000,2,1,0,2,1,1,1,0,1
0,1,0,4,0,4,0,100,1,1,0,3,3,2,0,0,1,0,0,1,0,0,0,-1,0
0,1,0,3,0,2,0,100,1,0,0,4,1,6,0,0,2,0,0,1,0,0,0,-1,0
0,2,0,1,0,1,0,100,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,-1,1
0,2,0,2,0,2,0,100,3,1,1,5,1,6,0,0,1,1,0,1,0,0,0,-1,1
0,1,0,1,0,2,0,100,1,0,0,1,1,1,341811.0695,0,1,1,0,1,0,0,0,-1,1
0,2,0,3,0,1,0,100,1,1,0,5,1,6,0,0,2,1,0,1,0,0,0,-1,1
0,2,1,2,0,1,0,100,2,0,0,5,2,2,155506.9895,0,2,1,0,1,0,0,0,-1,1
0,1,0,4,0,4,0,100,3,1,0,2,3,1,0,0,0,0,0,1,0,0,0,-1,1
0,5,0,4,0,4,0,70,2,0,0,4,3,4,168645.1127,156000,1,1,0,1,0,0,0,-1,0
0,1,0,3,0,2,0,100,1,0,0,2,1,2,1656862.298,3335270,1,1,0,4,1,1,1,1,1
0,1,0,2,0,1,0,100,2,0,0,5,1,5,320636.5434,780000,0,0,0,0,1,1,1,2,0
0,2,0,2,0,2,0,100,1,0,0,5,1,6,0,0,4,0,0,1,0,0,0,-1,0
0,2,0,4,0,4,0,100,2,0,0,4,3,6,372157.2337,546850,1,0,0,1,0,0,0,-1,0
0,2,0,2,0,4,0,100,3,0,1,1,1,1,1775600.02,6944860,2,1,1,4,1,1,1,0,0
0,1,0,4,0,2,0,100,2,1,0,4,3,5,143442.9641,0,0,0,1,1,0,0,0,-1,1
0,1,0,2,0,4,0,0,1,0,0,4,1,5,0,0,0,0,0,1,0,0,0,-1,0
0,2,1,4,0,2,0,100,2,0,0,4,3,2,90677.91406,531120,0,1,0,1,0,0,0,-1,0
0,3,1,2,0,3,0,85,1,0,0,5,2,2,296092.8478,842170,1,0,1,1,0,0,0,-1,0
0,2,0,2,0,4,0,100,3,0,0,3,4,1,274369.6855,2231200,0,0,0,1,0,0,0,-1,0
0,2,0,1,0,3,0,100,1,0,0,6,1,2,1341548.286,0,1,0,0,4,0,0,0,-1,0
0,1,0,2,0,2,0,100,2,0,0,6,3,1,244939.0208,379000,0,1,0,2,0,0,0,-1,0
0,1,0,4,0,3,0,0,1,0,0,4,2,4,0,0,3,0,1,1,1,2,1,1,0
0,1,0,2,0,2,0,100,2,0,0,2,3,5,224997.0461,5217090,1,1,0,2,1,1,1,0,0
0,3,0,4,0,4,0,100,1,1,0,6,3,3,6935304.496,0,3,1,0,6,0,0,0,-1,0
0,1,0,1,0,2,0,100,2,0,0,2,2,1,413026.987,1013140,1,0,0,1,0,0,0,-1,0
0,2,0,1,0,1,0,100,1,0,0,5,2,5,0,988000,0,0,0,1,1,1,1,1,1
0,1,0,3,0,3,0,100,2,0,0,1,1,1,361194.5938,0,4,0,1,1,0,0,0,-1,0
0,1,0,3,0,4,0,100,3,1,0,5,1,6,0,1119490,1,0,0,1,1,2,1,1,1
0,2,0,3,0,3,0,100,2,0,0,3,3,5,0,857100,0,0,0,1,0,0,0,-1,0
0,2,0,3,0,3,0,100,1,0,0,5,1,5,241163.011,0,2,0,0,1,0,0,0,-1,0
0,2,0,4,0,2,0,100,2,0,0,6,1,2,151538.3075,1378930,0,0,0,1,0,0,0,-1,0
0,1,0,4,0,2,0,100,1,0,0,1,1,1,398866.9502,4755350,1,1,0,2,0,0,0,-1,0
0,2,0,4,0,1,0,100,2,0,0,4,3,1,346206.4212,0,0,1,0,1,0,0,0,-1,0
0,2,0,4,1,1,0,100,2,0,0,4,3,5,0,0,5,1,0,1,0,0,0,-1,0
0,2,0,2,0,3,0,100,3,0,0,2,1,2,0,2670710,4,1,0,1,0,0,0,-1,0
0,2,1,2,0,2,0,100,2,0,0,2,3,1,169196.7063,0,0,1,0,1,0,0,0,-1,0
0,1,0,1,0,2,0,100,2,0,0,1,5,1,0,0,0,0,0,1,0,0,0,-1,0
0,1,1,2,0,4,0,100,3,0,0,2,3,4,615672.8469,0,1,0,0,1,0,0,0,-1,0
0,1,0,1,0,2,0,80,2,0,0,5,2,6,237524.8996,2357430,1,1,0,3,0,0,0,-1,0
0,1,0,2,0,3,0,100,1,0,0,6,1,6,0,0,1,0,0,1,0,0,0,-1,0
0,1,0,2,0,1,0,30,1,0,0,6,2,2,118132.0379,145000,1,0,0,2,1,1,1,1,1
0,2,0,3,0,2,0,100,2,0,0,4,4,4,0,440700,1,1,0,1,0,0,0,-1,0
0,1,0,2,0,4,0,100,2,1,0,6,1,2,0,0,4,0,0,1,0,0,0,-1,0
0,1,0,2,1,4,0,100,2,0,0,3,3,2,271715.3727,0,1,0,0,1,0,0,0,-1,0
0,3,1,5,0,1,0,100,3,0,0,4,3,5,0,1932000,1,1,0,1,0,0,0,-1,0
0,1,1,5,0,2,0,100,2,0,0,5,4,5,317127.808,0,2,0,0,2,0,0,0,-1,0
0,2,0,3,0,2,0,100,2,0,0,1,3,6,242915.2053,0,2,0,1,1,0,0,0,-1,0
0,1,0,3,0,4,0,100,3,1,0,5,1,6,274615.9375,0,1,1,0,2,0,0,0,-1,1
0,2,0,4,0,3,0,100,3,0,0,5,1,5,795545.0992,0,4,0,0,1,0,0,0,-1,0
0,2,0,2,0,4,0,100,3,0,1,2,1,2,539457.0756,567600,4,0,0,2,0,0,0,-1,0
0,2,0,2,0,1,0,100,1,0,0,4,3,6,0,339590,0,1,0,1,0,0,0,-1,0
0,2,0,3,0,1,0,100,2,0,0,5,3,5,0,0,0,0,0,2,0,0,0,-1,0
0,2,0,1,0,2,0,100,1,0,0,6,1,2,0,0,2,0,0,1,0,0,0,-1,0
0,1,0,4,0,4,0,100,1,1,0,5,3,1,0,0,1,0,0,1,0,0,0,-1,0
0,2,0,2,0,2,0,100,1,0,1,5,3,2,174963.7821,665000,0,0,0,1,1,1,1,1,1
0,2,1,5,0,2,0,100,3,0,0,4,3,5,579004.8381,0,0,0,0,2,0,0,0,-1,0
0,3,0,5,0,2,0,100,1,0,0,4,2,6,287926.3374,0,2,0,0,1,0,0,0,-1,1
0,1,0,2,0,1,0,0,3,0,0,6,3,6,0,0,1,0,0,2,1,1,1,1,1
0,2,0,3,0,2,0,100,1,1,0,4,3,1,0,0,4,0,0,1,0,0,0,-1,0
0,1,0,3,1,3,0,100,1,1,0,3,3,4,2490134.851,26319000,0,0,1,4,1,1,1,2,1
0,1,0,4,0,2,0,100,1,0,0,6,2,1,0,0,1,0,0,2,0,0,0,-1,1
0,2,1,4,0,2,0,100,1,0,0,6,4,1,124221.4441,0,1,0,0,1,0,0,0,-1,1
0,1,0,3,0,1,0,100,1,1,0,5,3,2,0,1663000,2,0,1,2,1,2,1,1,1
0,1,0,5,0,1,0,100,1,0,0,4,2,2,179489.318,0,1,1,0,1,0,0,0,-1,1
0,3,0,3,0,4,0,0,3,0,0,6,1,6,0,0,1,0,1,1,0,0,0,-1,0
0,2,0,3,0,4,0,100,3,0,1,4,3,4,0,2748170,1,1,0,1,1,2,1,0,1
0,1,1,3,0,3,0,100,2,1,0,3,3,2,0,0,0,0,0,1,1,2,1,1,0
0,3,0,2,0,3,0,100,2,0,0,5,2,5,0,587930,4,0,0,2,0,0,0,-1,0
0,3,0,4,0,4,0,100,1,1,0,5,2,6,0,1054000,0,0,1,1,1,1,1,0,1
0,1,1,3,0,1,0,100,2,0,0,4,4,2,0,0,1,0,0,1,0,0,0,-1,0
0,2,1,4,0,4,0,100,3,0,0,3,4,2,0,0,2,1,0,1,0,0,0,-1,0
0,1,0,5,0,4,0,0,2,0,0,4,4,1,131882.8614,0,1,0,0,2,0,0,0,-1,0
0,3,1,2,0,4,0,20,2,1,0,5,3,6,86082.87438,371340,1,0,0,2,1,1,1,1,0
0,2,0,3,0,4,0,100,2,0,0,2,3,1,0,1029110,1,1,0,1,0,0,0,-1,0
0,1,0,3,0,1,0,0,1,0,0,3,3,6,40704.58686,0,3,1,1,2,1,1,1,1,1
0,2,0,3,0,3,0,100,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,-1,0
0,1,0,2,0,2,0,100,1,0,0,6,2,2,41380.283,935830,1,0,1,1,1,1,1,1,0
0,1,0,2,0,3,0,100,1,0,0,1,1,1,62172.74195,0,1,0,0,1,0,0,0,-1,0
0,1,0,3,0,4,0,10,3,0,0,2,2,2,477857.7437,0,1,0,0,2,0,0,0,-1,0
0,2,0,2,0,4,0,100,2,0,0,4,1,5,604567.3186,220000,1,0,0,1,0,0,0,-1,0
0,2,0,2,0,4,0,100,3,0,0,6,2,2,908671.287,1927660,1,1,0,2,1,1,1,1,0
0,1,0,4,0,3,0,100,3,0,1,1,3,6,297288.3924,0,2,0,1,3,0,0,0,-1,0
0,5,0,4,0,2,0,100,1,0,0,4,2,2,237683.1588,1591210,1,1,0,1,0,0,0,-1,0
0,1,0,3,0,2,0,100,2,0,0,2,1,1,221178.9559,0,1,1,0,1,0,0,0,-1,1
0,2,1,3,0,2,0,100,2,0,0,2,1,1,0,0,1,1,1,2,0,0,0,-1,0
0,2,0,3,0,3,0,0,2,0,0,1,3,5,0,0,0,1,0,2,1,1,1,0,0
0,2,0,4,0,2,0,100,3,1,0,3,3,5,321035.4484,0,2,0,0,1,0,0,0,-1,1
0,2,0,2,0,3,0,100,2,0,0,5,2,5,251324.9197,410000,0,1,0,1,1,2,1,1,0
0,1,0,3,0,1,0,100,1,0,0,6,4,5,0,0,2,0,0,2,0,0,0,-1,0
